01/01/2019;8;CU;CUD
03/01/2019;8;CU;CUD
04/01/2019;8;CU;CUD
07/01/2019;8;CU;CUD
08/01/2019;8;CU;CUD
09/01/2019;8;CU;CUD
10/01/2019;8;CU;CUD
11/01/2019;8;CU;CUD
14/01/2019;8;CU;CUD
15/01/2019;8;CU;CUD
16/01/2019;8;CU;CUD
18/01/2019;8;CU;CUD
21/01/2019;8;CU;CUD
22/01/2019;8;CU;CUD
23/01/2019;8;CU;CUD
24/01/2019;8;CU;CUD
25/01/2019;8;CU;CUD
28/01/2019;8;CU;CUD
29/01/2019;8;CU;CUD
30/01/2019;8;CU;CUD
31/01/2019;8;CU;CUD
